Brand,Model,YearOfFabrication,Kilometres,Location,PriceEuro
Mercedes-Benz,CLS,2019,132500,Timis,57000
Mercedes-Benz,CLS,2020,42000,Bihor,49500
Mercedes-Benz,CLS,2020,88000,Brasov,56500
Mercedes-Benz,CLS,2020,59510,Bihor,73173
Mercedes-Benz,CLS,2021,31900,Arad,63592
Mercedes-Benz,CLS,2021,15924,Prahova,80920
Mercedes-Benz,CLS,2021,14003,Ilfov,84589
Mercedes-Benz,CLS,2021,11500,Arad,90835
Mercedes-Benz,CLS,2022,29000,Bucuresti,82000
Mercedes-Benz,CLS,2022,15200,Ilfov,84989
Mercedes-Benz,CLS,2022,7591,Mures,91630
Mercedes-Benz,CLS,2022,10000,Maramures,94594
Mercedes-Benz,CLS,2023,7,Brasov,119840
Mercedes-Benz,Citan,2014,218000,Bihor,8500
Mercedes-Benz,Citan,2016,220000,Brasov,7400
Mercedes-Benz,Citan,2020,38770,Cluj,9900
Mercedes-Benz,Citan,2020,42000,Cluj,23990
Mercedes-Benz,Citan,2021,73250,Constanta,14989
Mercedes-Benz,Citan,2022,12180,Valcea,22500
Mercedes-Benz,Citan,2022,4,Prahova,24335
Mercedes-Benz,Citan,2023,7,Bucuresti,24623
Mercedes-Benz,Citan,2023,4000,Bacau,28441
Mercedes-Benz,Citan,2023,2220,Brasov,29609
Mercedes-Benz,Citan,2023,1500,Ilfov,30940
Mercedes-Benz,Citan,2023,6103,Cluj,31489
Mercedes-Benz,Citan,2023,4000,Galati,35899
Mercedes-Benz,E,1989,189500,Bucuresti,9390
Mercedes-Benz,E,1992,320162,Maramures,9499
Mercedes-Benz,E,1994,9990,Prahova,10390
Mercedes-Benz,E,2003,268523,Timis,4300
Mercedes-Benz,E,2004,326183,Ilfov,3800
Mercedes-Benz,E,2004,331000,Ilfov,5750
Mercedes-Benz,E,2006,332000,Alba,4900
Mercedes-Benz,E,2006,211000,Constanta,13400
Mercedes-Benz,E,2007,207375,Hunedoara,3499
Mercedes-Benz,E,2008,367000,Prahova,4590
Mercedes-Benz,E,2008,261000,Bihor,6890
Mercedes-Benz,E,2008,227000,Galati,7250
Mercedes-Benz,E,2009,389000,Prahova,5950
Mercedes-Benz,E,2010,278000,Constanta,7999
Mercedes-Benz,E,2010,280000,Cluj,9300
Mercedes-Benz,E,2010,143500,Iasi,13750
Mercedes-Benz,E,2011,232000,Teleorman,5600
Mercedes-Benz,E,2011,300000,Valcea,6200
Mercedes-Benz,E,2011,344300,Dambovita,9099
Mercedes-Benz,E,2011,196500,Prahova,9950
Mercedes-Benz,E,2011,199150,Bucuresti,9990
Mercedes-Benz,E,2011,228000,Cluj,10400
Mercedes-Benz,E,2011,174277,Bucuresti,12450
Mercedes-Benz,E,2012,495000,Dolj,5450
Mercedes-Benz,E,2012,415000,Bistrita-Nasaud,7300
Mercedes-Benz,E,2012,347000,Prahova,11500
Mercedes-Benz,E,2012,279000,Bistrita-Nasaud,11900
Mercedes-Benz,E,2012,131736,Ilfov,12990
Mercedes-Benz,E,2013,270070,Timis,9999
Mercedes-Benz,E,2013,204000,Tulcea,16500
Mercedes-Benz,E,2014,267000,Brasov,9500
Mercedes-Benz,E,2014,233000,Maramures,14790
Mercedes-Benz,E,2014,184320,Bucuresti,21500
Mercedes-Benz,E,2015,236000,Timis,11300
Mercedes-Benz,E,2015,290997,Constanta,15000
Mercedes-Benz,E,2015,174314,Bucuresti,20000
Mercedes-Benz,E,2015,79825,Vrancea,20490
Mercedes-Benz,E,2016,176000,Bucuresti,10300
Mercedes-Benz,E,2016,195500,Ilfov,10999
Mercedes-Benz,E,2016,160000,Dolj,11300
Mercedes-Benz,E,2016,220000,Arges,24900
Mercedes-Benz,E,2016,186000,Galati,25000
Mercedes-Benz,E,2016,280000,Cluj,26200
Mercedes-Benz,E,2016,141000,Vrancea,27950
Mercedes-Benz,E,2016,184000,Valcea,29500
Mercedes-Benz,E,2016,146000,Buzau,33900
Mercedes-Benz,E,2017,199753,Brasov,19999
Mercedes-Benz,E,2017,222273,Cluj,23800
Mercedes-Benz,E,2017,159000,Ilfov,23900
Mercedes-Benz,E,2017,183574,Ilfov,23950
Mercedes-Benz,E,2017,246000,Ilfov,24499
Mercedes-Benz,E,2017,216000,Arges,24900
Mercedes-Benz,E,2017,189500,Constanta,26499
Mercedes-Benz,E,2017,179000,Buzau,26950
Mercedes-Benz,E,2017,106100,Bihor,26990
Mercedes-Benz,E,2017,88908,Bucuresti,27000
Mercedes-Benz,E,2017,140000,Ilfov,27500
Mercedes-Benz,E,2017,129459,Ilfov,27899
Mercedes-Benz,E,2017,139450,Bucuresti,28000
Mercedes-Benz,E,2017,150000,Arges,28500
Mercedes-Benz,E,2017,124000,Bucuresti,28900
Mercedes-Benz,E,2017,144700,Arges,28989
Mercedes-Benz,E,2017,99000,Ilfov,28990
Mercedes-Benz,E,2017,158000,Iasi,29000
Mercedes-Benz,E,2017,94000,Timis,29750
Mercedes-Benz,E,2017,112000,Dolj,31892
Mercedes-Benz,E,2017,115600,Galati,32116
Mercedes-Benz,E,2017,119800,Bihor,32790
Mercedes-Benz,E,2017,130000,Ilfov,32999
Mercedes-Benz,E,2017,86000,Timis,34200
Mercedes-Benz,E,2017,94188,Bihor,35990
Mercedes-Benz,E,2017,172900,Bacau,37500
Mercedes-Benz,E,2017,63980,Brasov,43000
Mercedes-Benz,E,2018,334000,Salaj,16700
Mercedes-Benz,E,2018,186200,Bucuresti,17800
Mercedes-Benz,E,2018,258000,Timis,18600
Mercedes-Benz,E,2018,190000,Timis,19700
Mercedes-Benz,E,2018,245000,Arges,21450
Mercedes-Benz,E,2018,175000,Galati,22900
Mercedes-Benz,E,2018,218300,Bucuresti,23999
Mercedes-Benz,E,2018,103885,Bucuresti,24299
Mercedes-Benz,E,2018,105000,Prahova,25500
Mercedes-Benz,E,2018,219000,Bihor,26990
Mercedes-Benz,E,2018,175000,Alba,27400
Mercedes-Benz,E,2018,335000,Valcea,28000
Mercedes-Benz,E,2018,205000,Galati,28890
Mercedes-Benz,E,2018,80000,Arad,28900
Mercedes-Benz,E,2018,62250,Arges,28989
Mercedes-Benz,E,2018,130000,Ilfov,28989
Mercedes-Benz,E,2018,169000,Prahova,29700
Mercedes-Benz,E,2018,40174,Bucuresti,30949
Mercedes-Benz,E,2018,123000,Arad,31878
Mercedes-Benz,E,2018,123000,Arad,31880
Mercedes-Benz,E,2018,82600,Iasi,32500
Mercedes-Benz,E,2018,114377,Bucuresti,33280
Mercedes-Benz,E,2018,73000,Bucuresti,34450
Mercedes-Benz,E,2018,57618,Vrancea,34500
Mercedes-Benz,E,2018,72371,Bucuresti,34900
Mercedes-Benz,E,2018,197821,Ilfov,34999
Mercedes-Benz,E,2018,126500,Ilfov,35000
Mercedes-Benz,E,2018,185291,Bucuresti,35990
Mercedes-Benz,E,2018,73000,Ilfov,36990
Mercedes-Benz,E,2018,113000,Bucuresti,38998
Mercedes-Benz,E,2018,121939,Cluj,39989
Mercedes-Benz,E,2018,29300,Cluj,48899
Mercedes-Benz,E,2018,101000,Covasna,49500
Mercedes-Benz,E,2018,99722,Braila,50900
Mercedes-Benz,E,2019,275000,Maramures,22990
Mercedes-Benz,E,2019,217000,Maramures,23650
Mercedes-Benz,E,2019,276000,Arges,26900
Mercedes-Benz,E,2019,216000,Arges,27900
Mercedes-Benz,E,2019,97300,Bucuresti,28990
Mercedes-Benz,E,2019,186000,Maramures,28990
Mercedes-Benz,E,2019,181000,Arges,28999
Mercedes-Benz,E,2019,150231,Bucuresti,32490
Mercedes-Benz,E,2019,120000,Dambovita,33333
Mercedes-Benz,E,2019,90202,Bacau,33900
Mercedes-Benz,E,2019,89765,Bucuresti,34000
Mercedes-Benz,E,2019,174000,Cluj,34900
Mercedes-Benz,E,2019,152000,Maramures,34990
Mercedes-Benz,E,2019,80692,Bucuresti,35900
Mercedes-Benz,E,2019,100553,Bucuresti,37900
Mercedes-Benz,E,2019,106832,Ilfov,38799
Mercedes-Benz,E,2019,94000,Ilfov,38899
Mercedes-Benz,E,2019,39983,Bihor,39900
Mercedes-Benz,E,2019,124162,Suceava,39998
Mercedes-Benz,E,2019,53007,Bucuresti,41900
Mercedes-Benz,E,2019,34215,Timis,48000
Mercedes-Benz,E,2019,1,Maramures,58822
Mercedes-Benz,E,2019,42200,Ilfov,66000
Mercedes-Benz,E,2019,67000,Sibiu,67000
Mercedes-Benz,E,2020,153000,Galati,26900
Mercedes-Benz,E,2020,143000,Cluj,29900
Mercedes-Benz,E,2020,173232,Bucuresti,33999
Mercedes-Benz,E,2020,172853,Bucuresti,34490
Mercedes-Benz,E,2020,58000,Ilfov,36498
Mercedes-Benz,E,2020,83259,Dolj,38300
Mercedes-Benz,E,2020,104000,Sibiu,39000
Mercedes-Benz,E,2020,98000,Ilfov,39980
Mercedes-Benz,E,2020,43021,Bucuresti,41949
Mercedes-Benz,E,2020,108111,Sibiu,45889
Mercedes-Benz,E,2020,38500,Dolj,46899
Mercedes-Benz,E,2020,71100,Bihor,48800
Mercedes-Benz,E,2020,48579,Bucuresti,49980
Mercedes-Benz,E,2020,36886,Bucuresti,51989
Mercedes-Benz,E,2020,59976,Ilfov,52979
Mercedes-Benz,E,2020,16000,Arad,57475
Mercedes-Benz,E,2020,8705,Ilfov,59590
Mercedes-Benz,E,2020,14874,Galati,59899
Mercedes-Benz,E,2020,23000,Arad,60028
Mercedes-Benz,E,2020,47854,Ilfov,61000
Mercedes-Benz,E,2020,65500,Bihor,61880
Mercedes-Benz,E,2020,9000,Arad,64231
Mercedes-Benz,E,2020,29000,Arad,129710
Mercedes-Benz,E,2021,179486,Ilfov,26990
Mercedes-Benz,E,2021,149000,Galati,37800
Mercedes-Benz,E,2021,31025,Ilfov,37950
Mercedes-Benz,E,2021,59000,Bacau,39000
Mercedes-Benz,E,2021,28800,Sibiu,49902
Mercedes-Benz,E,2021,18241,Mures,52241
Mercedes-Benz,E,2021,53425,Sibiu,54975
Mercedes-Benz,E,2021,16500,Arad,56987
Mercedes-Benz,E,2021,16500,Arad,57465
Mercedes-Benz,E,2021,20360,Ilfov,58900
Mercedes-Benz,E,2021,11000,Arad,62434
Mercedes-Benz,E,2021,15000,Arad,62724
Mercedes-Benz,E,2021,30829,Bucuresti,72000
Mercedes-Benz,E,2021,15600,Bucuresti,77350
Mercedes-Benz,E,2021,17950,Ilfov,83990
Mercedes-Benz,E,2022,46560,Bucuresti,42500
Mercedes-Benz,E,2022,18878,Constanta,56500
Mercedes-Benz,E,2022,33500,Cluj,56989
Mercedes-Benz,E,2022,26576,Bihor,58900
Mercedes-Benz,E,2022,29700,Cluj,59989
Mercedes-Benz,E,2022,11578,Bucuresti,60500
Mercedes-Benz,E,2022,4266,Sibiu,61863
Mercedes-Benz,E,2022,7391,Ilfov,65734
Mercedes-Benz,E,2022,7486,Cluj,69269
Mercedes-Benz,E,2022,8500,Prahova,78899
Mercedes-Benz,E,2023,2,Maramures,77753
Mercedes-Benz,E,2023,10,Mures,77802
Mercedes-Benz,E,2023,6000,Timis,80122
Mercedes-Benz,E,2023,1,Bucuresti,81297
Mercedes-Benz,E,2023,6000,Mures,89946
Mercedes-Benz,E,2023,6,Arad,96015
Mercedes-Benz,E,2023,5,Sibiu,107318
Mercedes-Benz,E,2023,10,Ilfov,118255
Mercedes-Benz,E,2024,1,Galati,83347
Mercedes-Benz,EQA,2020,56460,Bihor,34900
Mercedes-Benz,EQA,2021,20093,Bucuresti,37500
Mercedes-Benz,EQA,2021,33500,Bucuresti,45220
Mercedes-Benz,EQA,2022,2200,Galati,40448
Mercedes-Benz,EQA,2022,19800,Ilfov,50575
Mercedes-Benz,EQA,2022,6000,Ilfov,53550
Mercedes-Benz,EQA,2022,1,Sibiu,55216
Mercedes-Benz,EQA,2022,10000,Timis,60407
Mercedes-Benz,EQA,2023,1,Bucuresti,51912
Mercedes-Benz,EQA,2023,8,Brasov,51912
Mercedes-Benz,EQA,2023,10,Brasov,51912
Mercedes-Benz,EQA,2023,2,Maramures,52348
Mercedes-Benz,EQA,2023,1,Bucuresti,52360
Mercedes-Benz,EQA,2023,6,Arad,52389
Mercedes-Benz,EQA,2023,7,Arad,52389
Mercedes-Benz,EQA,2023,10,Valcea,53066
Mercedes-Benz,EQA,2023,1,Galati,56421
Mercedes-Benz,EQA,2023,1,Bucuresti,56432
Mercedes-Benz,EQA,2023,3,Timis,57680
Mercedes-Benz,EQA,2023,7,Arad,59031
Mercedes-Benz,EQA,2023,6000,Arad,60083
Mercedes-Benz,EQA,2023,1,Arad,63701
Mercedes-Benz,EQA,2023,6000,Arad,64415
Mercedes-Benz,EQA,2023,2,Timis,69719
Mercedes-Benz,EQB,2022,13788,Bucuresti,49900
Mercedes-Benz,EQB,2022,8100,Arad,57001
Mercedes-Benz,EQB,2022,4000,Arad,57620
Mercedes-Benz,EQB,2022,9800,Timis,57976
Mercedes-Benz,EQB,2022,11000,Arad,62951
Mercedes-Benz,EQB,2022,21000,Bucuresti,64500
Mercedes-Benz,EQB,2022,7500,Arad,65438
Mercedes-Benz,EQB,2022,8000,Valcea,69860
Mercedes-Benz,EQB,2023,3000,Prahova,55930
Mercedes-Benz,EQB,2023,1,Bucuresti,58682
Mercedes-Benz,EQB,2023,7,Arad,58871
Mercedes-Benz,EQB,2023,8,Ilfov,59500
Mercedes-Benz,EQB,2023,1,Bucuresti,60690
Mercedes-Benz,EQB,2023,9,Ilfov,61594
Mercedes-Benz,EQB,2023,1,Bucuresti,63030
Mercedes-Benz,EQB,2023,6,Arad,65202
Mercedes-Benz,EQB,2023,6000,Arad,65202
Mercedes-Benz,EQB,2023,3,Mures,66166
Mercedes-Benz,EQC,2020,47533,Galati,53536
Mercedes-Benz,EQC,2020,24000,Arad,66628
Mercedes-Benz,EQC,2021,12200,Bistrita-Nasaud,65900
Mercedes-Benz,EQC,2022,5500,Galati,59899
Mercedes-Benz,EQC,2022,1440,Bucuresti,75000
Mercedes-Benz,EQC,2022,6000,Mures,95076
Mercedes-Benz,EQC,2023,3000,Ilfov,66880
Mercedes-Benz,EQE,2022,12462,Brasov,55930
Mercedes-Benz,EQE,2022,12000,Bucuresti,83900
Mercedes-Benz,EQE,2022,9563,Prahova,92820
Mercedes-Benz,EQE,2022,2997,Brasov,94055
Mercedes-Benz,EQE,2022,4375,Mures,97461
Mercedes-Benz,EQE,2022,8,Ilfov,117269
Mercedes-Benz,EQE,2022,1,Bucuresti,119000
Mercedes-Benz,EQE,2022,4438,Ilfov,119000
Mercedes-Benz,EQE,2022,6000,Mures,135567
Mercedes-Benz,EQE,2023,2,Bihor,73661
Mercedes-Benz,EQE,2023,1,Bucuresti,73829
Mercedes-Benz,EQE,2023,6,Mures,82032
Mercedes-Benz,EQE,2023,1,Arad,84419
Mercedes-Benz,EQE,2023,3000,Arad,102980
Mercedes-Benz,EQE,2023,3199,Brasov,104940
Mercedes-Benz,EQE,2023,3500,Constanta,105332
Mercedes-Benz,EQE,2023,6,Mures,110073
Mercedes-Benz,EQE,2023,5,Timis,114153
Mercedes-Benz,EQE,2023,8,Ilfov,117810
Mercedes-Benz,EQE,2023,6000,Ilfov,119000
Mercedes-Benz,EQE,2023,1,Constanta,125397
Mercedes-Benz,EQE,2023,34,Mures,126581
Mercedes-Benz,EQE,2023,8,Brasov,126744
Mercedes-Benz,EQE,2023,1,Bucuresti,126856
Mercedes-Benz,EQE,2023,9,Brasov,128459
Mercedes-Benz,EQE,2023,21,Mures,139920
Mercedes-Benz,EQE,2023,3,Arad,141255
Mercedes-Benz,EQE,2024,2,Maramures,122604
Mercedes-Benz,EQS,2021,18427,Cluj,104899
Mercedes-Benz,EQS,2021,8359,Mures,142443
Mercedes-Benz,EQS,2021,22000,Arad,162314
Mercedes-Benz,EQS,2022,20000,Ilfov,91998
Mercedes-Benz,EQS,2022,3423,Ilfov,99499
Mercedes-Benz,EQS,2022,23780,Bucuresti,105500
Mercedes-Benz,EQS,2022,1,Dolj,117900
Mercedes-Benz,EQS,2022,7000,Arad,121368
Mercedes-Benz,EQS,2022,6000,Arad,130888
Mercedes-Benz,EQS,2022,12,Ilfov,130900
Mercedes-Benz,EQS,2022,10115,Ilfov,130900
Mercedes-Benz,EQS,2022,23250,Arad,133268
Mercedes-Benz,EQS,2022,7,Brasov,143354
Mercedes-Benz,EQS,2022,23000,Constanta,146370
Mercedes-Benz,EQS,2022,10,Constanta,149945
Mercedes-Benz,EQS,2022,8500,Timis,150062
Mercedes-Benz,EQS,2022,1,Bucuresti,156179
Mercedes-Benz,EQS,2022,16000,Valcea,169900
Mercedes-Benz,EQS,2022,21,Mures,187239
Mercedes-Benz,EQS,2023,1,Arad,115485
Mercedes-Benz,EQS,2023,1,Bucuresti,140374
Mercedes-Benz,EQS,2023,1,Bucuresti,142460
Mercedes-Benz,EQS,2023,3500,Arad,146230
Mercedes-Benz,EQS,2023,10,Valcea,161586
Mercedes-Benz,EQS,2023,12,Mures,174532
Mercedes-Benz,EQV,2021,5000,Arges,67557
Mercedes-Benz,EQV,2022,1,Galati,91039
Mercedes-Benz,EQV,2023,6900,Bucuresti,83240
Mercedes-Benz,EQV,2023,5000,Arad,113410
Mercedes-Benz,EQV,2023,22,Arad,115190
Mercedes-Benz,G,1980,86500,Maramures,35000
Mercedes-Benz,G,2003,250000,Bihor,32888
Mercedes-Benz,G,2003,294000,Ilfov,35000
Mercedes-Benz,G,2013,172000,Brasov,44900
Mercedes-Benz,G,2013,180000,Iasi,69900
Mercedes-Benz,G,2014,84000,Bucuresti,62990
Mercedes-Benz,G,2014,73000,Timis,69700
Mercedes-Benz,G,2014,21500,Bucuresti,84490
Mercedes-Benz,G,2015,91800,Cluj,79990
Mercedes-Benz,G,2017,85000,Bucuresti,84966
Mercedes-Benz,G,2017,46408,Ilfov,95000
Mercedes-Benz,G,2017,135000,Arad,96021
Mercedes-Benz,G,2018,44000,Bucuresti,189850
Mercedes-Benz,G,2019,121623,Timis,123700
Mercedes-Benz,G,2019,74274,Bucuresti,124980
Mercedes-Benz,G,2019,68392,Bucuresti,175525
Mercedes-Benz,G,2019,5880,Bucuresti,243950
Mercedes-Benz,G,2020,23000,Maramures,174930
Mercedes-Benz,G,2020,39990,Ilfov,187990
Mercedes-Benz,G,2020,24000,Ilfov,356405
Mercedes-Benz,G,2021,62584,Maramures,127330
Mercedes-Benz,G,2021,8000,Bucuresti,144900
Mercedes-Benz,G,2021,15000,Ilfov,187999
Mercedes-Benz,G,2021,35400,Bihor,199900
Mercedes-Benz,G,2021,15000,Mures,199920
Mercedes-Benz,G,2022,34902,Cluj,148489
Mercedes-Benz,G,2022,16983,Cluj,149989
Mercedes-Benz,G,2022,23000,Arad,168861
Mercedes-Benz,G,2022,498,Ilfov,194799
Mercedes-Benz,G,2022,14000,Bucuresti,194900
Mercedes-Benz,G,2022,23000,Bihor,202288
Mercedes-Benz,G,2022,39000,Cluj,229949
Mercedes-Benz,G,2022,14600,Arad,235000
Mercedes-Benz,G,2022,80,Ilfov,237881
Mercedes-Benz,G,2022,23708,Ilfov,268000
Mercedes-Benz,G,2022,50,Bucuresti,295000
Mercedes-Benz,G,2022,500,Bucuresti,474810
Mercedes-Benz,G,2023,6500,Bihor,129500
Mercedes-Benz,G,2023,1500,Constanta,158865
Mercedes-Benz,G,2023,950,Iasi,160531
Mercedes-Benz,G,2023,14200,Suceava,189000
Mercedes-Benz,G,2023,5900,Bucuresti,199920
Mercedes-Benz,G,2023,10,Iasi,210541
Mercedes-Benz,G,2023,13250,Bihor,214081
Mercedes-Benz,G,2023,3290,Bucuresti,215900
Mercedes-Benz,G,2023,2,Maramures,220591
Mercedes-Benz,G,2023,50,Timis,339844
Mercedes-Benz,G,2023,250,Arad,368888
Mercedes-Benz,G,2023,25,Bucuresti,429999
Mercedes-Benz,G,2024,10,Timis,171166
Mercedes-Benz,G,2024,10,Timis,226642
Mercedes-Benz,GL,2007,400000,Timis,15500
Mercedes-Benz,GL,2007,198890,Ilfov,15980
Mercedes-Benz,GL,2012,260000,Arges,18900
Mercedes-Benz,GL,2013,231000,Suceava,30950
Mercedes-Benz,GL,2014,178000,Ilfov,24990
Mercedes-Benz,GL,2014,190000,Constanta,30990
Mercedes-Benz,GLA,2014,85000,Prahova,15299
Mercedes-Benz,GLA,2014,225170,Valcea,15490
Mercedes-Benz,GLA,2014,167000,Constanta,15800
Mercedes-Benz,GLA,2014,179900,Valcea,16898
Mercedes-Benz,GLA,2014,192000,Cluj,17999
Mercedes-Benz,GLA,2014,199000,Maramures,18500
Mercedes-Benz,GLA,2015,212000,Bacau,16990
Mercedes-Benz,GLA,2015,163184,Salaj,17969
Mercedes-Benz,GLA,2015,189000,Cluj,18470
Mercedes-Benz,GLA,2015,108100,Constanta,18700
Mercedes-Benz,GLA,2015,178000,Arad,19395
Mercedes-Benz,GLA,2016,183093,Bucuresti,16250
Mercedes-Benz,GLA,2016,184000,Bacau,16290
Mercedes-Benz,GLA,2016,188754,Bucuresti,18249
Mercedes-Benz,GLA,2017,165000,Bucuresti,17990
Mercedes-Benz,GLA,2017,199000,Arges,19990
Mercedes-Benz,GLA,2018,129600,Dolj,19800
Mercedes-Benz,GLA,2018,163950,Arges,23498
Mercedes-Benz,GLA,2018,93000,Timis,23899
Mercedes-Benz,GLA,2018,67670,Bucuresti,24900
Mercedes-Benz,GLA,2018,64516,Bucuresti,24950
Mercedes-Benz,GLA,2018,90739,Maramures,25499
Mercedes-Benz,GLA,2018,61366,Maramures,27799
Mercedes-Benz,GLA,2018,42500,Dolj,27890
Mercedes-Benz,GLA,2018,69000,Brasov,34800
Mercedes-Benz,GLA,2019,159700,Constanta,17850
Mercedes-Benz,GLA,2019,66627,Bucuresti,20500
Mercedes-Benz,GLA,2019,76000,Ilfov,21900
Mercedes-Benz,GLA,2019,79732,Bacau,25300
Mercedes-Benz,GLA,2019,44625,Iasi,25680
Mercedes-Benz,GLA,2019,88822,Bucuresti,27449
Mercedes-Benz,GLA,2019,10500,Ilfov,28500
Mercedes-Benz,GLA,2020,16900,Ilfov,34999
Mercedes-Benz,GLA,2020,39750,Cluj,38300
Mercedes-Benz,GLA,2020,38003,Cluj,39989
Mercedes-Benz,GLA,2020,30420,Bucuresti,41000
Mercedes-Benz,GLA,2020,38375,Bucuresti,41490
Mercedes-Benz,GLA,2021,41800,Bucuresti,37500
Mercedes-Benz,GLA,2021,33800,Bucuresti,38870
Mercedes-Benz,GLA,2021,65000,Alba,40900
Mercedes-Benz,GLA,2021,9550,Dolj,43435
Mercedes-Benz,GLA,2021,17643,Ilfov,44899
Mercedes-Benz,GLA,2021,13707,Ilfov,47895
Mercedes-Benz,GLA,2021,43442,Ilfov,69500
Mercedes-Benz,GLA,2022,30593,Bucuresti,38990
Mercedes-Benz,GLA,2022,43255,Bucuresti,39900
Mercedes-Benz,GLA,2022,37104,Bucuresti,40900
Mercedes-Benz,GLA,2022,14330,Galati,44899
Mercedes-Benz,GLA,2022,22000,Timis,47481
Mercedes-Benz,GLA,2022,24453,Bucuresti,49000
Mercedes-Benz,GLA,2022,4000,Arad,53747
Mercedes-Benz,GLA,2022,5400,Cluj,54989
Mercedes-Benz,GLA,2022,6000,Constanta,56284
Mercedes-Benz,GLA,2022,7,Brasov,58006
Mercedes-Benz,GLA,2022,5000,Iasi,58286
Mercedes-Benz,GLA,2022,6500,Valcea,60386
Mercedes-Benz,GLA,2022,4000,Arad,60571
Mercedes-Benz,GLA,2022,5000,Timis,60822
Mercedes-Benz,GLA,2023,10,Valcea,51310
Mercedes-Benz,GLA,2023,10,Valcea,51613
Mercedes-Benz,GLA,2023,1,Bucuresti,53015
Mercedes-Benz,GLA,2023,3088,Brasov,53378
Mercedes-Benz,GLA,2023,1,Cluj,54728
Mercedes-Benz,GLA,2023,5362,Cluj,54989
Mercedes-Benz,GLA,2023,1,Cluj,55073
Mercedes-Benz,GLA,2023,8,Ilfov,55092
Mercedes-Benz,GLA,2023,6000,Ilfov,55930
Mercedes-Benz,GLA,2023,1,Arad,56586
Mercedes-Benz,GLA,2023,3600,Constanta,56899
Mercedes-Benz,GLA,2023,3921,Bucuresti,57183
Mercedes-Benz,GLA,2023,1,Bucuresti,57477
Mercedes-Benz,GLA,2023,1,Bucuresti,58346
Mercedes-Benz,GLA,2023,7500,Arad,59488
Mercedes-Benz,GLA,2023,5,Prahova,59934
Mercedes-Benz,GLA,2023,5,Timis,59995
Mercedes-Benz,GLA,2023,10,Valcea,60726
Mercedes-Benz,GLA,2023,5,Timis,60805
Mercedes-Benz,GLA,2023,3,Brasov,60930
Mercedes-Benz,GLA,2023,1,Bucuresti,61600
Mercedes-Benz,GLA,2023,6000,Mures,64068
Mercedes-Benz,GLA,2023,18200,Bihor,71281
Mercedes-Benz,GLB,2020,186000,Bucuresti,34990
Mercedes-Benz,GLB,2020,133593,Galati,36878
Mercedes-Benz,GLB,2020,107848,Galati,42828
Mercedes-Benz,GLB,2020,40640,Cluj,46410
Mercedes-Benz,GLB,2021,34009,Mures,40341
Mercedes-Benz,GLB,2021,12991,Ilfov,46862
Mercedes-Benz,GLB,2021,19861,Timis,52955
Mercedes-Benz,GLB,2022,17310,Maramures,41531
Mercedes-Benz,GLB,2022,27217,Bucuresti,43500
Mercedes-Benz,GLB,2022,12450,Mures,45101
Mercedes-Benz,GLB,2022,16303,Mures,45101
Mercedes-Benz,GLB,2022,18200,Valcea,47808
Mercedes-Benz,GLB,2022,10000,Cluj,50970
Mercedes-Benz,GLB,2022,7500,Arad,52223
Mercedes-Benz,GLB,2022,20000,Arad,54621
Mercedes-Benz,GLB,2022,7200,Brasov,56114
Mercedes-Benz,GLB,2022,6,Arad,58260
Mercedes-Benz,GLB,2022,1,Bucuresti,59426
Mercedes-Benz,GLB,2022,8000,Iasi,59432
Mercedes-Benz,GLB,2022,39000,Timis,59900
Mercedes-Benz,GLB,2022,2,Bihor,60085
Mercedes-Benz,GLB,2022,2,Maramures,63357
Mercedes-Benz,GLB,2023,11147,Cluj,52989
Mercedes-Benz,GLB,2023,1,Bucuresti,53967
Mercedes-Benz,GLB,2023,1,Cluj,53990
Mercedes-Benz,GLB,2023,3000,Arad,54264
Mercedes-Benz,GLB,2023,22,Arad,59902
Mercedes-Benz,GLB,2023,5,Sibiu,59923
Mercedes-Benz,GLB,2023,1,Bucuresti,60723
Mercedes-Benz,GLB,2023,7,Ilfov,62038
Mercedes-Benz,GLB,2023,2,Maramures,62821
Mercedes-Benz,GLB,2023,10,Timis,62826
Mercedes-Benz,GLB,2023,6,Arad,64506
Mercedes-Benz,GLB,2023,1,Timis,69128
Mercedes-Benz,GLB,2023,10,Timis,69342
Mercedes-Benz,GLB,2023,100,Bucuresti,70186
Mercedes-Benz,GLC,2015,188000,Ilfov,24500
Mercedes-Benz,GLC,2016,261000,Galati,20990
Mercedes-Benz,GLC,2016,120000,Alba,21500
Mercedes-Benz,GLC,2016,200000,Tulcea,23000
Mercedes-Benz,GLC,2016,178600,Timis,24500
Mercedes-Benz,GLC,2016,167308,Bucuresti,24950
Mercedes-Benz,GLC,2016,133705,Ilfov,25290
Mercedes-Benz,GLC,2016,252000,Bacau,25900
Mercedes-Benz,GLC,2016,150000,Ilfov,25990
Mercedes-Benz,GLC,2016,122691,Bucuresti,27500
Mercedes-Benz,GLC,2016,166700,Galati,28000
Mercedes-Benz,GLC,2016,166298,Vrancea,28900
Mercedes-Benz,GLC,2016,188236,Bucuresti,28999
Mercedes-Benz,GLC,2016,101500,Arad,39151
Mercedes-Benz,GLC,2017,220000,Ilfov,21990
Mercedes-Benz,GLC,2017,229300,Prahova,22300
Mercedes-Benz,GLC,2017,153500,Maramures,24900
Mercedes-Benz,GLC,2017,190000,Bihor,24990
Mercedes-Benz,GLC,2017,220000,Constanta,25900
