Brand,Model,YearOfFabrication,Kilometres,Location,PriceEuro,ClientID,LicensePlateNumber,VIN
Mercedes-Benz,G,2013,180000,Iasi,69900,HDCSIXXA,IS 255 YTD,WDBPA9UBCQYP1OUX9
Mercedes-Benz,G,2014,84000,Bucuresti,62990,WFVUVCGJ,B 130 ARH,WDBR3PM7XAZM1QTH2
Mercedes-Benz,G,2014,73000,Timis,69700,RNAAVDEE,TM 784 NIA,WDBRK4EI0A9O2I5G0
Mercedes-Benz,G,2014,21500,Bucuresti,84490,OYXTXOJM,B 319 IFA,WDBRZEKDGOQL743R3
Mercedes-Benz,G,2015,91800,Cluj,79990,SEEKKMIL,CJ 019 RQZ,WDBS90I9ETE3US7AX
Mercedes-Benz,G,2017,85000,Bucuresti,84966,YLNXGIAA,B 706 KYG,WDBV4BF13DIEGTE22
Mercedes-Benz,G,2017,46408,Ilfov,95000,OEEBAMQJ,IF 564 XHP,WDBVDNY7DNNIWVLD9
Mercedes-Benz,G,2017,135000,Arad,96021,ANCHRLPP,AR 514 YTS,WDBVI6UGB4YNCNNW2
Mercedes-Benz,G,2018,44000,Bucuresti,189850,FIRTKKNL,B 605 GWN,WDBW5IV44AKVKS2U3
Mercedes-Benz,G,2019,121623,Timis,123700,ROKCKRFO,TM 279 JTP,WDBXZ4FAYEQR0GRR7
Mercedes-Benz,G,2019,74274,Bucuresti,124980,ZOVTBBOH,B 814 NUR,WDBXSC9KHOD6S1AY6
Mercedes-Benz,G,2019,68392,Bucuresti,175525,MUDGSKVX,B 657 AZD,WDBXATX4EXXNWNXBX
Mercedes-Benz,G,2019,5880,Bucuresti,243950,KVGWCETK,B 502 YTK,WDBXRU49JJBV5BD28
Mercedes-Benz,G,2020,23000,Maramures,174930,TOHEOKLS,MM 470 WQY,WDBAXBXCOY4EZVJ23
Mercedes-Benz,G,2020,39990,Ilfov,187990,GBGCOKUK,IF 151 FCP,WDBAHSDUTGMMC3VA8
Mercedes-Benz,G,2020,24000,Ilfov,356405,ATLHZBPW,IF 232 KQD,WDBAJEV3HH26NOZ61
Mercedes-Benz,G,2021,62584,Maramures,127330,VBAHEXTW,MM 809 JOJ,WDBBQ647IMZU17Z73
Mercedes-Benz,G,2021,8000,Bucuresti,144900,CJLHSQPY,B 335 CEX,WDBBWA21XGWW9J8DX
Mercedes-Benz,G,2021,15000,Ilfov,187999,JYCNFKQP,IF 112 NMV,WDBBI5EFBV7RYS2N5
Mercedes-Benz,G,2021,35400,Bihor,199900,DQTAVBNF,BH 264 BUI,WDBBGJAK00JSG8RK0
Mercedes-Benz,G,2021,15000,Mures,199920,EHFFSUWV,MS 822 FRK,WDBB4EY4JWMNJAZV5
Mercedes-Benz,G,2022,34902,Cluj,148489,TWNTDHCE,CJ 556 YTT,WDBCESTWSY8QE9N16
Mercedes-Benz,G,2022,16983,Cluj,149989,YYVMLBVU,CJ 465 OGQ,WDBC9VRZG2RWO9ON1
Mercedes-Benz,G,2022,23000,Arad,168861,CGZOYPQZ,AR 055 YJA,WDBCQVD1NYOFM7277
Mercedes-Benz,G,2022,498,Ilfov,194799,MTNAEXHP,IF 182 RAV,WDBC632DY0CGUU2D7
Mercedes-Benz,G,2022,14000,Bucuresti,194900,ZPBAGQAD,B 861 FBO,WDBCI71OKL7ESTPV1
Mercedes-Benz,G,2022,23000,Bihor,202288,NVQMBKGB,BH 435 CJM,WDBCTNHPM43DUVG65
Mercedes-Benz,G,2022,39000,Cluj,229949,WXIFNJRN,CJ 018 MKS,WDBC503XHK0TPL30X
Mercedes-Benz,G,2022,14600,Arad,235000,TOXMIXWN,AR 563 QDU,WDBCNMLJXKY3HFW17
Mercedes-Benz,G,2022,80,Ilfov,237881,LNYTWZBA,IF 042 IOM,WDBCK9KC2YVUSGMU8
Mercedes-Benz,G,2022,23708,Ilfov,268000,IPWNVQSM,IF 417 AGN,WDBCUJOQ5OEK852N3
Mercedes-Benz,G,2022,50,Bucuresti,295000,WMKSTEZN,B 066 MAC,WDBCQV2MRB6D4JLO2
Mercedes-Benz,G,2022,500,Bucuresti,474810,WYIFVTYY,B 087 EKQ,WDBCIVOQMQ82IS090
Mercedes-Benz,G,2023,6500,Bihor,129500,NTNKLUHY,BH 095 KLM,WDBDY9ILUITS24MU3
Mercedes-Benz,G,2023,1500,Constanta,158865,QTRRZGYQ,CT 419 DRY,WDBDYT7PXXP8J8PU7
Mercedes-Benz,G,2023,950,Iasi,160531,ZECTPQYP,IS 863 WAN,WDBDZQ6WBWWIAK8O2
Mercedes-Benz,G,2023,14200,Suceava,189000,PWZJERXH,SV 281 CPH,WDBDYDGEQZYAMJ0B7
Mercedes-Benz,G,2023,5900,Bucuresti,199920,ZNMFWSCP,B 122 VNK,WDBDW32JHN83OVSS1
Mercedes-Benz,G,2023,10,Iasi,210541,JKKNUVSV,IS 937 MMX,WDBDOUHW63X2BQNO6
Mercedes-Benz,G,2023,13250,Bihor,214081,VOEKVPQB,BH 164 UIN,WDBD0ANEBWQJJP3IX
Mercedes-Benz,G,2023,3290,Bucuresti,215900,PPDNPDLI,B 686 TCJ,WDBD1N3A9GTH0V0WX
Mercedes-Benz,G,2023,2,Maramures,220591,LFNMPGRX,MM 089 IMK,WDBD596UIUKY3ZVIX
Mercedes-Benz,G,2023,50,Timis,339844,GOTGNPJN,TM 818 OEG,WDBDU9K3UV5YJ5FZ6
Mercedes-Benz,G,2023,250,Arad,368888,DJRGAMBR,AR 343 MIZ,WDBDELQCK638V6UM7
Mercedes-Benz,G,2023,25,Bucuresti,429999,QAJDSTNQ,B 815 JAP,WDBDD91KD6D6ZUNS6
Mercedes-Benz,G,2024,10,Timis,171166,ZVDRPJRV,TM 367 NIG,WDBEG4XWBPOUFO080
Mercedes-Benz,G,2024,10,Timis,226642,QWEGEBZT,TM 142 KOC,WDBEX5HYTKQ1859R2
Mercedes-Benz,GL,2007,400000,Timis,15500,OKZJWPRM,TM 058 RZN,WDBH0U1HK8L4NFTZ2
Mercedes-Benz,GL,2007,198890,Ilfov,15980,RSZFFAPK,IF 684 MDL,WDBHXJHFV07LUXSD1
Mercedes-Benz,GL,2012,260000,Arges,18900,HJTOAGDC,AG 906 NTI,WDBNQZU9TTA20UOF8
Mercedes-Benz,GL,2013,231000,Suceava,30950,QUXTXZIY,SV 786 EYW,WDBPTQYHKOWKZVOM6
Mercedes-Benz,GL,2014,178000,Ilfov,24990,GZEJNCJK,IF 618 JCW,WDBROGLGO880QBO00
Mercedes-Benz,GL,2014,190000,Constanta,30990,UFZRNOPQ,CT 093 TNA,WDBRDS0PVCSY210K6
Mercedes-Benz,GLA,2014,85000,Prahova,15299,DDDZOSKH,PH 956 CCS,WDBRGJ6D3I0XX1YI5
Mercedes-Benz,GLA,2014,225170,Valcea,15490,ZJALCNSD,VL 225 QLX,WDBRPSCCLYFN57WX6
Mercedes-Benz,GLA,2014,167000,Constanta,15800,ZDHEWDRJ,CT 923 GNV,WDBRFGWISUL1RWL34
Mercedes-Benz,GLA,2014,179900,Valcea,16898,YYZKQYKJ,VL 339 PHA,WDBRUNFIAZVQUA635
Mercedes-Benz,GLA,2014,192000,Cluj,17999,LLGONNFL,CJ 625 SLT,WDBRRKRD5KW9I4UM6
Mercedes-Benz,GLA,2014,199000,Maramures,18500,OYPUENSW,MM 986 EAR,WDBRVNZNV1ZKUMND4
Mercedes-Benz,GLA,2015,212000,Bacau,16990,ESRFAQAN,BC 910 YDY,WDBSGKBFJIJ3GW1H0
Mercedes-Benz,GLA,2015,163184,Salaj,17969,KTUJCPZP,SJ 194 ZWX,WDBSK1FG5MV6US943
Mercedes-Benz,GLA,2015,189000,Cluj,18470,GDWGYHGO,CJ 150 YXU,WDBS8Y2TN6SZNDC37
Mercedes-Benz,GLA,2015,108100,Constanta,18700,FJMSAZMI,CT 396 XSG,WDBS5WGI4FX39YG3X
Mercedes-Benz,GLA,2015,178000,Arad,19395,UBKYNSMX,AR 989 QRZ,WDBS41REW2HZ57LM1
Mercedes-Benz,GLA,2016,183093,Bucuresti,16250,RSMHXXYV,B 340 ENE,WDBTD5BUEJIY7Y7B8
Mercedes-Benz,GLA,2016,184000,Bacau,16290,KJWAOMDN,BC 523 SLE,WDBTHX215TXEW6D35
Mercedes-Benz,GLA,2016,188754,Bucuresti,18249,DVNVXBMJ,B 508 IWJ,WDBTLVR23LC3WWLZ4
Mercedes-Benz,GLA,2017,165000,Bucuresti,17990,AYWBRPXU,B 712 TWV,WDBV1PLRMA7IHKX74
Mercedes-Benz,GLA,2017,199000,Arges,19990,ILHUJBHK,AG 386 RRR,WDBVWYAL48K0ZPZM0
Mercedes-Benz,GLA,2018,129600,Dolj,19800,TWIRQEUD,DJ 391 NUU,WDBWPPSJK2MWJ7ZB4
Mercedes-Benz,GLA,2018,163950,Arges,23498,BCUJSKML,AG 472 UWV,WDBWBA9L895EAGHI8
Mercedes-Benz,GLA,2018,93000,Timis,23899,NIDDCCRR,TM 694 ROG,WDBW3OSW6PEHH9H98
Mercedes-Benz,GLA,2018,67670,Bucuresti,24900,IGVZDYTZ,B 437 QRS,WDBWC3ZEKDQAIZ3Y4
Mercedes-Benz,GLA,2018,64516,Bucuresti,24950,IEDKEIOD,B 662 VMY,WDBWAI6ASSCVFOSL4
Mercedes-Benz,GLA,2018,90739,Maramures,25499,PNHVHDSR,MM 637 ZKX,WDBW2PWU7RNV10EO9
Mercedes-Benz,GLA,2018,61366,Maramures,27799,VOISEJGO,MM 239 IFL,WDBWN6DG54YLGYSG4
Mercedes-Benz,GLA,2018,42500,Dolj,27890,DQPQHVBI,DJ 112 PZM,WDBWVMKLGRS8EERX9
Mercedes-Benz,GLA,2018,69000,Brasov,34800,HBGZWDKB,BV 186 FLK,WDBW0JA5L8L1FG4T9
Mercedes-Benz,GLA,2019,159700,Constanta,17850,LZYDEEEI,CT 815 JMQ,WDBXJEBD7NNIHNZV4
Mercedes-Benz,GLA,2019,66627,Bucuresti,20500,LYKHTUMZ,B 254 DOA,WDBXZWHLRZDBTTAU6
Mercedes-Benz,GLA,2019,76000,Ilfov,21900,CKGMWIYK,IF 132 LCC,WDBXOQTFTFCY1XKP3
Mercedes-Benz,GLA,2019,79732,Bacau,25300,NXNWEXAA,BC 134 CCW,WDBXEKHJS7CTM83W3
Mercedes-Benz,GLA,2019,44625,Iasi,25680,WWHPVQPD,IS 801 ZHB,WDBXXNFT3BNUIMP96
Mercedes-Benz,GLA,2019,88822,Bucuresti,27449,GGEGWSXG,B 888 FZT,WDBX2ZLGC7MV4GWIX
Mercedes-Benz,GLA,2019,10500,Ilfov,28500,RONMLDLD,IF 343 VWV,WDBXFBFEMNPF5OWT8
Mercedes-Benz,GLA,2020,16900,Ilfov,34999,MHKGOOIH,IF 910 TFJ,WDBAA9RPGMFBFEZQ7
Mercedes-Benz,GLA,2020,39750,Cluj,38300,LOZJUECK,CJ 004 LRB,WDBADX36FA2BH2QP3
Mercedes-Benz,GLA,2020,38003,Cluj,39989,VEAOUZLQ,CJ 521 QJQ,WDBANJTUT79X0VKC2
Mercedes-Benz,GLA,2020,30420,Bucuresti,41000,QQRESHEN,B 972 MOE,WDBAL7SDP7Q9KE760
Mercedes-Benz,GLA,2020,38375,Bucuresti,41490,IOCUPXFW,B 615 GFZ,WDBAPGPOHNXIDYQ36
Mercedes-Benz,GLA,2021,41800,Bucuresti,37500,SHMYJGMG,B 291 FQZ,WDBBED22HEV8DBRY4
Mercedes-Benz,GLA,2021,33800,Bucuresti,38870,ELGYKACQ,B 124 LGB,WDBBO240848KZ6RN0
Mercedes-Benz,GLA,2021,65000,Alba,40900,RWPAQQVD,AB 050 UFP,WDBB4DSUC8FXKUCC5
Mercedes-Benz,GLA,2021,9550,Dolj,43435,RYZBMJPR,DJ 859 QWD,WDBBX039JJZ5ICFC0
Mercedes-Benz,GLA,2021,17643,Ilfov,44899,RKSQXIXE,IF 718 DLF,WDBBH8AJKW2BP8FSX
Mercedes-Benz,GLA,2021,13707,Ilfov,47895,SOKFCZOO,IF 019 OPC,WDBBR2LX533BAX7T7
Mercedes-Benz,GLA,2021,43442,Ilfov,69500,CVWOBXEB,IF 032 DXU,WDBBJ14NUC0KUKEB7
Mercedes-Benz,GLA,2022,30593,Bucuresti,38990,LNVJNMUF,B 902 PHN,WDBC1XDT0OVNKHC29
Mercedes-Benz,GLA,2022,43255,Bucuresti,39900,OZCYNLJJ,B 832 IOD,WDBC0GVX8G7YDWGM0
Mercedes-Benz,GLA,2022,37104,Bucuresti,40900,RARYIDJT,B 333 MSQ,WDBCT5MTMQEIQQMR2
Mercedes-Benz,GLA,2022,14330,Galati,44899,BERTLYTW,GL 669 IJC,WDBCEVBSQANA5CG20
Mercedes-Benz,GLA,2022,22000,Timis,47481,CKTSXIQC,TM 935 NSP,WDBCDCTFTUW6VT1X3
Mercedes-Benz,GLA,2022,24453,Bucuresti,49000,RVKQVQDW,B 859 DYY,WDBCUBTNIELN5SMT8
Mercedes-Benz,GLA,2022,4000,Arad,53747,HNGRAAZG,AR 644 PBL,WDBCPWU6H74PU7V10
Mercedes-Benz,GLA,2022,5400,Cluj,54989,SBBXEYLQ,CJ 823 KMT,WDBCRVK9YH7VA9I5X
Mercedes-Benz,GLA,2022,6000,Constanta,56284,NZCMXZWN,CT 508 PIW,WDBCSU5UFB2R0G9R4
Mercedes-Benz,GLA,2022,7,Brasov,58006,ITUQNAKX,BV 598 RSZ,WDBCWWNX47YQ4TL44
Mercedes-Benz,GLA,2022,5000,Iasi,58286,BNBFKNDL,IS 363 CVI,WDBCI9ACHLNA35H42
Mercedes-Benz,GLA,2022,6500,Valcea,60386,JFRCYGGC,VL 053 XAX,WDBC6I73JEYHMUW30
Mercedes-Benz,GLA,2022,4000,Arad,60571,YNXQEAKN,AR 703 JXW,WDBCXVXBL1P08NGC3
Mercedes-Benz,GLA,2022,5000,Timis,60822,CVJXDMHF,TM 015 AJG,WDBCREOTILL8CGA49
Mercedes-Benz,GLA,2023,10,Valcea,51310,HPVYUIFF,VL 601 ORG,WDBDEH32KGW34H4L3
Mercedes-Benz,GLA,2023,10,Valcea,51613,UXFQYZRS,VL 512 IUW,WDBDKKXXMQ4V1YSG1
Mercedes-Benz,GLA,2023,1,Bucuresti,53015,DQJLPMJV,B 627 RUD,WDBDUV9R1R35B8Y74
Mercedes-Benz,GLA,2023,3088,Brasov,53378,METQUZXZ,BV 696 GHI,WDBDYM6S465QBJJB7
Mercedes-Benz,GLA,2023,1,Cluj,54728,ENKTXQMA,CJ 842 UDR,WDBD1ONLWPBOPBZE0
Mercedes-Benz,GLA,2023,5362,Cluj,54989,FZKIVCDB,CJ 123 CFV,WDBD1HSGFKX5TEAC1
Mercedes-Benz,GLA,2023,1,Cluj,55073,KNEIXASU,CJ 149 WWC,WDBDE773MN90NV595
Mercedes-Benz,GLA,2023,8,Ilfov,55092,EVXSAGSP,IF 565 BNM,WDBDGBQRQKT2PL6Y9
Mercedes-Benz,GLA,2023,6000,Ilfov,55930,EGXWZLHC,IF 466 QYO,WDBDQORHG9SJQ5RH4
Mercedes-Benz,GLA,2023,1,Arad,56586,KGQOTPXR,AR 053 WTZ,WDBDWJIYLNUZRKC12
Mercedes-Benz,GLA,2023,3600,Constanta,56899,WBWATSFV,CT 766 HYW,WDBDY89WG0NKJ7YU4
Mercedes-Benz,GLA,2023,3921,Bucuresti,57183,LVUOEQPK,B 206 UER,WDBD86LLZFSRJQU24
Mercedes-Benz,GLA,2023,1,Bucuresti,57477,KLYIOGYJ,B 613 YQE,WDBDBU7465V5ARZM0
Mercedes-Benz,GLA,2023,1,Bucuresti,58346,ROEYKEFM,B 480 RJF,WDBDDTB76CC2VICB9
Mercedes-Benz,GLA,2023,7500,Arad,59488,OQUPSDQC,AR 248 HCN,WDBDM26UJTTI99460
Mercedes-Benz,GLA,2023,5,Prahova,59934,BNJNPDEI,PH 041 KQS,WDBDYA4O8CUDH7DC6
Mercedes-Benz,GLA,2023,5,Timis,59995,RPZXCVRE,TM 898 LGE,WDBDPDA7TLFL1R2X0
Mercedes-Benz,GLA,2023,10,Valcea,60726,MOUTPUXK,VL 620 GGL,WDBDK1UOYFIZOOPY4
Mercedes-Benz,GLA,2023,5,Timis,60805,XYDINAMQ,TM 646 SKT,WDBD0M7D14WO1SLN2
Mercedes-Benz,GLA,2023,3,Brasov,60930,FUPVLQPK,BV 413 HDP,WDBDB8ZTE2MYNL942
Mercedes-Benz,GLA,2023,1,Bucuresti,61600,MCZKIFLU,B 609 UHI,WDBD61GIAKI1AFA68
Mercedes-Benz,GLA,2023,6000,Mures,64068,PZRYGPEO,MS 009 RBD,WDBD0IFE0IFXR8VA1
Mercedes-Benz,GLA,2023,18200,Bihor,71281,QVCPTSMP,BH 933 DYC,WDBDKNFTNGNGAF3J2
Mercedes-Benz,GLB,2020,186000,Bucuresti,34990,KHVWGVIS,B 646 HJG,WDBADT06BXKEC2MB1
Mercedes-Benz,GLB,2020,133593,Galati,36878,WKKGFGEZ,GL 110 HHL,WDBAS7KS0C9XF91ZX
Mercedes-Benz,GLB,2020,107848,Galati,42828,EHPOFPXH,GL 669 VCT,WDBAU05NFLYJCIPK9
Mercedes-Benz,GLB,2020,40640,Cluj,46410,MKEKENCB,CJ 051 JKU,WDBAT8OMXABEZ14G8
Mercedes-Benz,GLB,2021,34009,Mures,40341,WBOYZATV,MS 830 VLF,WDBB95GBKZ58LOWQ8
Mercedes-Benz,GLB,2021,12991,Ilfov,46862,ZFAOBIFB,IF 663 CXM,WDBBVXB953FSGPJN0
Mercedes-Benz,GLB,2021,19861,Timis,52955,PGTEJSYA,TM 169 BZU,WDBBNUN3WM0RU4A23
Mercedes-Benz,GLB,2022,17310,Maramures,41531,XERYIPPW,MM 070 NHL,WDBCUA5ZUZCCB8DZX
Mercedes-Benz,GLB,2022,27217,Bucuresti,43500,WMPOJJFD,B 729 DAP,WDBC3RVWZ9C2J83D5
Mercedes-Benz,GLB,2022,12450,Mures,45101,FKFCQUVI,MS 775 ENF,WDBCXLN15UXMS6B04
Mercedes-Benz,GLB,2022,16303,Mures,45101,RAZTIKFS,MS 085 ZMW,WDBC6J3UOX059NK34
Mercedes-Benz,GLB,2022,18200,Valcea,47808,IVEVAFJV,VL 700 MTC,WDBCTK074JGJZ19U2
Mercedes-Benz,GLB,2022,10000,Cluj,50970,GZNKUXED,CJ 354 KBL,WDBCRR8B88W2EG9F4
Mercedes-Benz,GLB,2022,7500,Arad,52223,HDEJVDKD,AR 897 QDI,WDBCIV9L8X7O9K054
Mercedes-Benz,GLB,2022,20000,Arad,54621,IVRYREQB,AR 657 CER,WDBCKZA8C68EMV7A2
Mercedes-Benz,GLB,2022,7200,Brasov,56114,XXBXEHQC,BV 604 APO,WDBCIUZH1ZNSIUBR0
Mercedes-Benz,GLB,2022,6,Arad,58260,NXLAMWTQ,AR 985 LED,WDBCCZI4AQ95ITXV5
Mercedes-Benz,GLB,2022,1,Bucuresti,59426,XUCMUFLV,B 416 WKF,WDBCN765DDA7DQ6D8
Mercedes-Benz,GLB,2022,8000,Iasi,59432,SKEMFPXK,IS 805 SPQ,WDBCRX6RXQPZGXB95
Mercedes-Benz,GLB,2022,39000,Timis,59900,KOCUXUIW,TM 789 SBE,WDBCKDTRB9SWN2212
Mercedes-Benz,GLB,2022,2,Bihor,60085,HOKBFBIU,BH 036 GDP,WDBCXYZJA15345IE3
Mercedes-Benz,GLB,2022,2,Maramures,63357,QIPUNZHS,MM 213 JPX,WDBCLZZE4QQ8X89K8
Mercedes-Benz,GLB,2023,11147,Cluj,52989,EFVVQVGU,CJ 064 HFH,WDBDT5GN5E9EQ44E7
Mercedes-Benz,GLB,2023,1,Bucuresti,53967,SXTRBBQW,B 595 EYY,WDBD2I8BG7XB5F5F3
Mercedes-Benz,GLB,2023,1,Cluj,53990,VVVXLNGO,CJ 992 MEK,WDBDUF9J5DTFLT0X4
Mercedes-Benz,GLB,2023,3000,Arad,54264,GEQKSHXO,AR 197 APP,WDBDBIHT9GBSKDNX4
Mercedes-Benz,GLB,2023,22,Arad,59902,VOOTXGCK,AR 191 HVT,WDBDFWBMRD1ZCCLB0
Mercedes-Benz,GLB,2023,5,Sibiu,59923,FPDLLRMM,SB 277 NFF,WDBDOBC58H84IQH28
Mercedes-Benz,GLB,2023,1,Bucuresti,60723,CILBNHBI,B 092 GHB,WDBDCHDB4QRB6ZNQ7
Mercedes-Benz,GLB,2023,7,Ilfov,62038,WGFJICXP,IF 014 KTM,WDBD8ROO7S2EFTUF8
Mercedes-Benz,GLB,2023,2,Maramures,62821,NMRIPSXY,MM 230 UOZ,WDBDYM05DHACULFW0
Mercedes-Benz,GLB,2023,10,Timis,62826,ECBYUKVM,TM 778 RKB,WDBD5Q68PSFX8XPB2
Mercedes-Benz,GLB,2023,6,Arad,64506,HXXQRSLX,AR 478 BUB,WDBD7R5X3AC98RKPX
Mercedes-Benz,GLB,2023,1,Timis,69128,HVPUQLCN,TM 080 DES,WDBDNACCJF85241BX
Mercedes-Benz,GLB,2023,10,Timis,69342,ITRPGCOP,TM 539 FXM,WDBDFKH4B0HZS8AP2
Mercedes-Benz,GLB,2023,100,Bucuresti,70186,UEPUAABI,B 455 XXT,WDBDNBNYQV1H5NMF4
Mercedes-Benz,GLC,2015,188000,Ilfov,24500,ARXOJTGR,IF 755 ZGY,WDBSHE8OPUCY6YBB6
Mercedes-Benz,GLC,2016,261000,Galati,20990,YXPTLHQS,GL 548 RQK,WDBTR374H3B0XKQR6
Mercedes-Benz,GLC,2016,120000,Alba,21500,IKMFWEWS,AB 469 EBT,WDBT5BUK0GFTVRU42
Mercedes-Benz,GLC,2016,200000,Tulcea,23000,YFYYADKM,TR 479 UMQ,WDBTLXUYN05UIT6H1
Mercedes-Benz,GLC,2016,178600,Timis,24500,XVTFLZQF,TM 249 JMK,WDBTSULAO1SWSO010
Mercedes-Benz,GLC,2016,167308,Bucuresti,24950,DXMLSRFS,B 627 ZSP,WDBTVKXM0FX4AI1J6
Mercedes-Benz,GLC,2016,133705,Ilfov,25290,RKLUILFJ,IF 597 ROJ,WDBTQHZLW5ZKJ3X82
Mercedes-Benz,GLC,2016,252000,Bacau,25900,FALVILZK,BC 911 UWZ,WDBTS16OSZ7L0GMN1
Mercedes-Benz,GLC,2016,150000,Ilfov,25990,MUCNGHIE,IF 812 PMQ,WDBT0HCBMR4U0EBOX
Mercedes-Benz,GLC,2016,122691,Bucuresti,27500,FERWFKBS,B 443 FDL,WDBTYCXZVDYMHFYC0
Mercedes-Benz,GLC,2016,166700,Galati,28000,CSIVFTXP,GL 548 WHW,WDBTKIRIVJL0HB0W5
Mercedes-Benz,GLC,2016,166298,Vrancea,28900,CDABIVIZ,VN 170 NOC,WDBT7JOTYZTJ30FA5
Mercedes-Benz,GLC,2016,188236,Bucuresti,28999,BBBSBHCI,B 149 RFO,WDBTL7GBSEA286E74
Mercedes-Benz,GLC,2016,101500,Arad,39151,VCHDKKHE,AR 057 HNU,WDBTHCNDPEJ2FKXO1
Mercedes-Benz,GLC,2017,220000,Ilfov,21990,IUVZKIOM,IF 854 REV,WDBV4YSM7N40Z0654
Mercedes-Benz,GLC,2017,229300,Prahova,22300,PMVBSQAS,PH 079 OID,WDBVAG35Y1FCH2PI2
Mercedes-Benz,GLC,2017,153500,Maramures,24900,GSTXVAGG,MM 593 TAM,WDBVPTMPDZQ1NQMQ6
Mercedes-Benz,GLC,2017,190000,Bihor,24990,YQCQASKF,BH 331 ILF,WDBVY01FWXW9NZ9O1
Mercedes-Benz,GLC,2017,220000,Constanta,25900,OWOKNUBM,CT 320 ETJ,WDBVA590QMW2GPWX7
Mercedes-Benz,GLC,2017,178000,Cluj,26000,BCSELZFJ,CJ 761 EHI,WDBVYZYSGPFYC5SR2
Mercedes-Benz,GLC,2017,160197,Bucuresti,26450,FQZRWUYG,B 773 XUZ,WDBV7P5TN8JTMWTJ9
Mercedes-Benz,GLC,2017,150000,Bucuresti,26490,JDMGONQB,B 659 BOM,WDBVG8YAXG887Z354
Mercedes-Benz,GLC,2017,223250,Iasi,26898,BGQHVSKS,IS 647 ODU,WDBVXPOLA97JTR6E2
Mercedes-Benz,GLC,2017,177900,Bucuresti,27490,BZCPODBO,B 163 HBG,WDBV9FXE5YE4WE1X6
Mercedes-Benz,GLC,2017,259642,Galati,27990,YYDEPAQV,GL 315 UKV,WDBVGGYV86S1XJM46
Mercedes-Benz,GLC,2017,91183,Olt,29990,SEMJLYWL,OT 122 BYO,WDBV4RAE2TWK3LEY0
Mercedes-Benz,GLC,2017,62000,Sibiu,30500,BFVHMKFU,SB 462 BVT,WDBV2QWS6KCZKCWD0
Mercedes-Benz,GLC,2017,72050,Suceava,31499,NUFMVRZN,SV 013 XAB,WDBV28L11D4F5LOW8
Mercedes-Benz,GLC,2017,55600,Constanta,31500,SVUTSXUI,CT 897 CSL,WDBVWK28CCLW16EI5
Mercedes-Benz,GLC,2017,161944,Bihor,31900,IFRVHTTE,BH 230 MQJ,WDBVVAFUO0YHCB0Y9
Mercedes-Benz,GLC,2017,145896,Iasi,32950,LXECPRRU,IS 808 DCR,WDBVGZ5SKH9QBPQH3
Mercedes-Benz,GLC,2017,161465,Suceava,33999,AOTBYEND,SV 452 ZRJ,WDBVAPBKMA6KMDU20
Mercedes-Benz,GLC,2017,140949,Arges,34490,MFUCLUAL,AG 745 THK,WDBVZ47E7XUF7AUN4
Mercedes-Benz,GLC,2017,106000,Timis,35000,WQBDQRYB,TM 799 LDG,WDBV6U0FP0KOLACX6
Mercedes-Benz,GLC,2017,55200,Ilfov,35900,TDCLLBEL,IF 502 TXI,WDBVLJAUTZZLEU4S8
Mercedes-Benz,GLC,2017,171000,Arad,36045,YZOZJESF,AR 396 QSG,WDBVEIDIA68ZNKK44
Mercedes-Benz,GLC,2017,130000,Arad,36346,JSJMIESS,AR 564 CUE,WDBVCHZ1YGGNV8HN8
Mercedes-Benz,GLC,2017,57500,Galati,41043,UJWVBOLM,GL 980 HJQ,WDBVD5YRHW65UJAG2
Mercedes-Benz,GLC,2017,98163,Arges,43990,JATMCAZB,AG 037 ESI,WDBVQA3DICQC74AC7
Mercedes-Benz,GLC,2018,176000,Prahova,23850,SGPRNXUC,PH 848 CLU,WDBW4ICRICX7UWAH3
Mercedes-Benz,GLC,2018,175000,Arges,24990,HHRYHTPF,AG 355 EXM,WDBWN8J9F1LM8DM57
Mercedes-Benz,GLC,2018,208790,Maramures,26418,ZNJPXXDG,MM 286 JJP,WDBW51I87M34774CX
Mercedes-Benz,GLC,2018,190000,Bacau,26990,FMDNXLRR,BC 203 TAP,WDBWMEFGVH21NWHB6
Mercedes-Benz,GLC,2018,120000,Salaj,27998,JLWVDGTV,SJ 891 YKN,WDBWYKAQX9XONXJW9
Mercedes-Benz,GLC,2018,159000,Salaj,27998,MUCQYTOA,SJ 736 HCZ,WDBWUPK7X2H76LQY6
Mercedes-Benz,GLC,2018,112500,Bucuresti,28000,JZVUHDXP,B 089 MSV,WDBW9RZXZPGCJOGN0
Mercedes-Benz,GLC,2018,93000,Bucuresti,29950,YMOLVOBL,B 736 ELD,WDBW3X68VRQC3FHJ1
Mercedes-Benz,GLC,2018,165920,Bacau,29950,WKYTRUVP,BC 724 JAJ,WDBW5EZ3UGPVXHL4X
Mercedes-Benz,GLC,2018,177000,Timis,29990,WMUYGRAT,TM 595 BWR,WDBWHT309A9EDLXK2
Mercedes-Benz,GLC,2018,94611,Buzau,32400,ULWYEWQO,BZ 176 UWT,WDBW9CP8EKEF0LM57
Mercedes-Benz,GLC,2018,53550,Cluj,32499,JNMMEDXZ,CJ 729 XPP,WDBWUYL3XM3A8U2VX
